rule,premise,conclusion,support,confidence,lift,avg_distance_norm,avg_cardinality,score,premise_count,conclusion_count,co_occurrences
fast_food → bus_stop,fast_food,bus_stop,0.697,0.208,0.7,0.631,2.08,0.0992,2688,36434,5586
car_rental → bus_stop,car_rental,bus_stop,0.686,0.22,0.69,0.702,2.2,0.0981,287,36434,632
viewpoint → bench,viewpoint,bench,0.58,0.228,0.58,0.52,2.28,0.0979,4066,88411,9270
park → bench,park,bench,0.469,0.329,0.47,0.735,3.29,0.0976,96,88411,316
clothes → fast_food,clothes,fast_food,0.661,0.217,1.96,0.64,2.17,0.0976,3601,2688,7817
bakery → bus_stop,bakery,bus_stop,0.733,0.187,0.73,0.6,1.87,0.096,2065,36434,3863
railway_station → bench,railway_station,bench,0.52,0.273,0.52,0.655,2.73,0.0953,1226,88411,3344
dog_park → bench,dog_park,bench,0.417,0.367,0.42,0.754,3.67,0.0952,12,88411,44
shoe_shop → bus_stop,shoe_shop,bus_stop,0.7,0.204,0.7,0.673,2.04,0.0946,710,36434,1447
jeweller → bar,jeweller,bar,0.675,0.205,2.4,0.639,2.05,0.0942,842,2240,1727
post_office → bus_stop,post_office,bus_stop,0.77,0.168,0.77,0.542,1.68,0.0942,1345,36434,2257
bicycle_rental → restaurant,bicycle_rental,restaurant,0.641,0.216,0.64,0.64,2.16,0.094,923,14682,1990
newsagent → tourist_info,newsagent,tourist_info,0.628,0.216,0.63,0.621,2.16,0.0934,239,52949,516
shoe_shop → fast_food,shoe_shop,fast_food,0.613,0.225,1.81,0.649,2.25,0.0932,710,2688,1599
newsagent → hairdresser,newsagent,hairdresser,0.711,0.188,1.22,0.612,1.88,0.0929,239,4634,450
convenience → restaurant,convenience,restaurant,0.606,0.224,0.61,0.634,2.24,0.0928,2695,14682,6046
newsagent → post_box,newsagent,post_box,0.82,0.144,0.82,0.441,1.44,0.0918,239,7934,343
mobile_phone_shop → shoe_shop,mobile_phone_shop,shoe_shop,0.723,0.174,8.11,0.551,1.74,0.091,365,710,634
clinic → restaurant,clinic,restaurant,0.65,0.208,0.65,0.657,2.08,0.0909,246,14682,512
chemist → bus_stop,chemist,bus_stop,0.766,0.174,0.77,0.638,1.74,0.0907,359,36434,624
beverages → bench,beverages,bench,0.488,0.304,0.49,0.78,3.04,0.0906,430,88411,1308
bookshop → fast_food,bookshop,fast_food,0.651,0.206,1.93,0.646,2.06,0.0906,436,2688,896
dentist → bus_stop,dentist,bus_stop,0.681,0.195,0.68,0.646,1.95,0.0899,645,36434,1259
fast_food → clothes,fast_food,clothes,0.477,0.291,1.05,0.713,2.91,0.0892,2688,3601,7817
nightclub → clothes,nightclub,clothes,0.439,0.323,0.97,0.748,3.23,0.0888,271,3601,875
sports_shop → bench,sports_shop,bench,0.501,0.283,0.5,0.75,2.83,0.0886,868,88411,2456
pitch → bench,pitch,bench,0.484,0.29,0.48,0.737,2.9,0.0885,7084,88411,20526
gift_shop → hairdresser,gift_shop,hairdresser,0.56,0.234,0.96,0.655,2.34,0.0882,496,4634,1160
bookshop → bus_stop,bookshop,bus_stop,0.686,0.196,0.69,0.692,1.96,0.0881,436,36434,856
muslim_sunni → bench,muslim_sunni,bench,0.455,0.318,0.45,0.787,3.18,0.0877,11,88411,35
fast_food → hairdresser,fast_food,hairdresser,0.6,0.214,1.03,0.635,2.14,0.0876,2688,4634,5745
laundry → bus_stop,laundry,bus_stop,0.72,0.178,0.72,0.637,1.78,0.0872,428,36434,761
beauty_shop → bus_stop,beauty_shop,bus_stop,0.7,0.186,0.7,0.662,1.86,0.0871,1258,36434,2342
butcher → bench,butcher,bench,0.507,0.275,0.51,0.75,2.75,0.087,724,88411,1988
bus_station → restaurant,bus_station,restaurant,0.691,0.184,0.69,0.637,1.84,0.0865,55,14682,101
mobile_phone_shop → supermarket,mobile_phone_shop,supermarket,0.775,0.156,1.78,0.566,1.56,0.0865,365,3462,568
pub → clothes,pub,clothes,0.448,0.303,0.99,0.733,3.03,0.086,725,3601,2195
department_store → bench,department_store,bench,0.426,0.335,0.43,0.796,3.35,0.0858,176,88411,589
mall → restaurant,mall,restaurant,0.698,0.172,0.7,0.593,1.72,0.0845,43,14682,74
mall → clothes,mall,clothes,0.512,0.242,1.13,0.637,2.42,0.0843,43,3601,104
doctors → bus_stop,doctors,bus_stop,0.687,0.184,0.69,0.674,1.84,0.0838,1979,36434,3640
railway_station → bus_stop,railway_station,bus_stop,0.679,0.167,0.68,0.53,1.67,0.0836,1226,36434,2052
tram_stop → bus_stop,tram_stop,bus_stop,0.661,0.168,0.66,0.503,1.68,0.0832,1241,36434,2089
camera_surveillance → restaurant,camera_surveillance,restaurant,0.565,0.226,0.56,0.697,2.26,0.0831,4037,14682,9119
post_box → bench,post_box,bench,0.492,0.261,0.49,0.706,2.61,0.0829,7934,88411,20687
bar → clothes,bar,clothes,0.463,0.28,1.02,0.726,2.8,0.0824,2240,3601,6264
travel_agent → fast_food,travel_agent,fast_food,0.624,0.197,1.85,0.664,1.97,0.0822,460,2688,907
hairdresser → bus_stop,hairdresser,bus_stop,0.695,0.175,0.7,0.653,1.75,0.082,4634,36434,8113
optician → fast_food,optician,fast_food,0.64,0.19,1.9,0.653,1.9,0.082,776,2688,1475
jeweller → optician,jeweller,optician,0.716,0.163,7.34,0.595,1.63,0.0818,842,776,1370
battlefield → tree,battlefield,tree,0.375,0.388,0.38,0.876,3.88,0.0816,8,899340,31
christian_protestant → restaurant,christian_protestant,restaurant,0.514,0.243,0.51,0.717,2.43,0.0801,37,14682,90
supermarket → bench,supermarket,bench,0.472,0.274,0.47,0.768,2.74,0.0795,3462,88411,9470
clothes → bus_stop,clothes,bus_stop,0.666,0.183,0.67,0.695,1.83,0.0795,3601,36434,6592
mobile_phone_shop → pharmacy,mobile_phone_shop,pharmacy,0.795,0.138,3.97,0.555,1.38,0.0794,365,1593,505
outdoor_shop → clothes,outdoor_shop,clothes,0.418,0.297,0.92,0.723,2.97,0.0794,141,3601,419
jeweller → bus_stop,jeweller,bus_stop,0.656,0.184,0.66,0.693,1.84,0.079,842,36434,1552
food_court → hairdresser,food_court,hairdresser,0.667,0.173,1.14,0.634,1.73,0.0789,75,4634,130
hairdresser → clothes,hairdresser,clothes,0.467,0.261,1.03,0.711,2.61,0.0787,4634,3601,12116
bicycle_rental → bus_stop,bicycle_rental,bus_stop,0.678,0.167,0.68,0.613,1.67,0.0784,923,36434,1539
dentist → hairdresser,dentist,hairdresser,0.614,0.186,1.05,0.629,1.86,0.0781,645,4634,1197
convenience → bus_stop,convenience,bus_stop,0.682,0.166,0.68,0.636,1.66,0.0772,2695,36434,4476
clothes → shoe_shop,clothes,shoe_shop,0.652,0.17,7.31,0.612,1.7,0.0771,3601,710,6135
mobile_phone_shop → optician,mobile_phone_shop,optician,0.732,0.146,7.5,0.559,1.46,0.0768,365,776,532
department_store → bus_stop,department_store,bus_stop,0.625,0.193,0.62,0.735,1.93,0.0764,176,36434,340
food_court → bus_stop,food_court,bus_stop,0.653,0.179,0.65,0.693,1.79,0.0763,75,36434,134
video_shop → cafe,video_shop,cafe,0.625,0.188,1.5,0.699,1.88,0.0762,8,3316,15
christian_protestant → bench,christian_protestant,bench,0.378,0.338,0.38,0.811,3.38,0.076,37,88411,125
video_shop → bus_stop,video_shop,bus_stop,0.75,0.15,0.75,0.65,1.5,0.076,8,36434,12
pub → hairdresser,pub,hairdresser,0.541,0.211,0.93,0.679,2.11,0.0754,725,4634,1530
supermarket → bus_stop,supermarket,bus_stop,0.695,0.16,0.69,0.65,1.6,0.0751,3462,36434,5542
florist → bus_stop,florist,bus_stop,0.667,0.168,0.67,0.663,1.68,0.0749,953,36434,1601
gift_shop → cafe,gift_shop,cafe,0.607,0.18,1.46,0.629,1.8,0.0747,496,3316,891
clinic → bus_stop,clinic,bus_stop,0.671,0.17,0.67,0.688,1.7,0.0746,246,36434,417
stationery → bus_stop,stationery,bus_stop,0.691,0.167,0.69,0.704,1.67,0.0746,249,36434,415
cinema → hairdresser,cinema,hairdresser,0.577,0.197,0.99,0.693,1.97,0.0743,234,4634,461
toy_shop → bus_stop,toy_shop,bus_stop,0.679,0.163,0.68,0.664,1.63,0.0741,218,36434,356
hospital → bus_stop,hospital,bus_stop,0.833,0.133,0.83,0.666,1.33,0.0741,24,36434,32
museum → restaurant,museum,restaurant,0.555,0.202,0.56,0.688,2.02,0.0738,778,14682,1575
bar → hairdresser,bar,hairdresser,0.55,0.203,0.94,0.675,2.03,0.0738,2240,4634,4543
taxi → post_box,taxi,post_box,0.752,0.132,0.75,0.515,1.32,0.0738,202,7934,267
supermarket → restaurant,supermarket,restaurant,0.621,0.175,0.62,0.644,1.75,0.0736,3462,14682,6051
cafe → bus_stop,cafe,bus_stop,0.644,0.171,0.64,0.668,1.71,0.0735,3316,36434,5685
newsagent → fast_food,newsagent,fast_food,0.607,0.177,1.8,0.63,1.77,0.0734,239,2688,422
car_rental → bench,car_rental,bench,0.47,0.253,0.47,0.769,2.53,0.0732,287,88411,726
post_box → bus_stop,post_box,bus_stop,0.682,0.145,0.68,0.523,1.45,0.0729,7934,36434,11496
gift_shop → tourist_info,gift_shop,tourist_info,0.633,0.17,0.63,0.663,1.7,0.0721,496,52949,845
furniture_shop → clothes,furniture_shop,clothes,0.44,0.259,0.97,0.734,2.59,0.072,562,3601,1454
bicycle_shop → bench,bicycle_shop,bench,0.448,0.266,0.45,0.802,2.66,0.0714,1276,88411,3390
pharmacy → hairdresser,pharmacy,hairdresser,0.606,0.172,1.04,0.634,1.72,0.0711,1593,4634,2734
post_office → bench,post_office,bench,0.477,0.239,0.48,0.752,2.39,0.0711,1345,88411,3218
chemist → hairdresser,chemist,hairdresser,0.593,0.177,1.02,0.651,1.77,0.071,359,4634,637
cafe → clothes,cafe,clothes,0.408,0.276,0.9,0.744,2.76,0.0708,3316,3601,9154
pharmacy → clothes,pharmacy,clothes,0.445,0.247,0.98,0.719,2.47,0.0705,1593,3601,3940
market_place → cafe,market_place,cafe,0.629,0.164,1.51,0.639,1.64,0.0702,140,3316,230
market_place → bus_stop,market_place,bus_stop,0.643,0.166,0.64,0.694,1.66,0.0698,140,36434,233
florist → hairdresser,florist,hairdresser,0.576,0.178,0.99,0.645,1.78,0.0697,953,4634,1701
mall → supermarket,mall,supermarket,0.674,0.137,1.55,0.499,1.37,0.0694,43,3462,59
food_court → cafe,food_court,cafe,0.587,0.176,1.41,0.661,1.76,0.0691,75,3316,132
beach → bench,beach,bench,0.464,0.227,0.46,0.694,2.27,0.0688,56,88411,127
clothes → bar,clothes,bar,0.602,0.174,2.14,0.686,1.74,0.0688,3601,2240,6264
bookshop → bar,bookshop,bar,0.596,0.176,2.12,0.698,1.76,0.0685,436,2240,769
bar → bus_stop,bar,bus_stop,0.657,0.158,0.66,0.687,1.58,0.0679,2240,36434,3531
christian_evangelical → bench,christian_evangelical,bench,0.433,0.261,0.43,0.802,2.61,0.0677,67,88411,175
chemist → supermarket,chemist,supermarket,0.71,0.131,1.63,0.544,1.31,0.0676,359,3462,469
optician → jeweller,optician,jeweller,0.566,0.177,5.35,0.653,1.77,0.0673,776,842,1370
toy_shop → cafe,toy_shop,cafe,0.573,0.177,1.38,0.673,1.77,0.0672,218,3316,385
pub → bus_stop,pub,bus_stop,0.623,0.162,0.62,0.686,1.62,0.0664,725,36434,1176
nightclub → bar,nightclub,bar,0.509,0.198,1.81,0.686,1.98,0.0663,271,2240,537
butcher → bus_stop,butcher,bus_stop,0.674,0.145,0.67,0.655,1.45,0.0659,724,36434,1053
computer_shop → bus_stop,computer_shop,bus_stop,0.664,0.152,0.66,0.7,1.52,0.0655,214,36434,325
stationery → cafe,stationery,cafe,0.598,0.162,1.44,0.652,1.62,0.0653,249,3316,403
travel_agent → tourist_info,travel_agent,tourist_info,0.574,0.175,0.57,0.709,1.75,0.0647,460,52949,803
jeweller → post_box,jeweller,post_box,0.759,0.127,0.76,0.661,1.27,0.0644,842,7934,1067
bookshop → tourist_info,bookshop,tourist_info,0.578,0.174,0.58,0.728,1.74,0.064,436,52949,759
jeweller → tourist_info,jeweller,tourist_info,0.576,0.175,0.58,0.732,1.75,0.0638,842,52949,1471
optician → tourist_info,optician,tourist_info,0.577,0.172,0.58,0.715,1.72,0.0638,776,52949,1334
bookshop → jeweller,bookshop,jeweller,0.564,0.169,5.33,0.668,1.69,0.0637,436,842,739
school → bench,school,bench,0.421,0.249,0.42,0.807,2.49,0.0626,1257,88411,3132
clothes → optician,clothes,optician,0.653,0.14,6.7,0.637,1.4,0.0625,3601,776,5049
kiosk → hairdresser,kiosk,hairdresser,0.554,0.163,0.95,0.658,1.63,0.0606,1156,4634,1886
biergarten → bench,biergarten,bench,0.368,0.27,0.37,0.786,2.7,0.0604,57,88411,154
sports_shop → bus_stop,sports_shop,bus_stop,0.637,0.142,0.64,0.674,1.42,0.0599,868,36434,1230
bicycle_shop → restaurant,bicycle_shop,restaurant,0.534,0.173,0.53,0.704,1.73,0.0598,1276,14682,2203
florist → clothes,florist,clothes,0.406,0.237,0.9,0.756,2.37,0.0597,953,3601,2254
sports_centre → bench,sports_centre,bench,0.409,0.246,0.41,0.814,2.46,0.0597,779,88411,1916
castle → tree,castle,tree,0.242,0.429,0.24,0.858,4.29,0.0593,302,899340,1297
department_store → hairdresser,department_store,hairdresser,0.506,0.185,0.87,0.733,1.85,0.0593,176,4634,326
greengrocer → bench,greengrocer,bench,0.358,0.284,0.36,0.835,2.84,0.0592,95,88411,270
camera_surveillance → bus_stop,camera_surveillance,bus_stop,0.544,0.17,0.54,0.722,1.7,0.059,4037,36434,6844
optician → pharmacy,optician,pharmacy,0.705,0.12,3.52,0.607,1.2,0.059,776,1593,932
nightclub → bus_stop,nightclub,bus_stop,0.609,0.152,0.61,0.723,1.52,0.059,271,36434,411
food_court → post_box,food_court,post_box,0.68,0.124,0.68,0.608,1.24,0.0587,75,7934,93
sports_shop → clothes,sports_shop,clothes,0.374,0.253,0.83,0.759,2.53,0.0586,868,3601,2192
gift_shop → bus_stop,gift_shop,bus_stop,0.619,0.147,0.62,0.713,1.47,0.0585,496,36434,729
beauty_shop → fast_food,beauty_shop,fast_food,0.556,0.16,1.64,0.697,1.6,0.0579,1258,2688,2011
newsagent → cafe,newsagent,cafe,0.569,0.152,1.37,0.664,1.52,0.0577,239,3316,363
computer_shop → hairdresser,computer_shop,hairdresser,0.509,0.171,0.87,0.686,1.71,0.0574,214,4634,367
travel_agent → post_box,travel_agent,post_box,0.72,0.118,0.72,0.655,1.18,0.0573,460,7934,545
cinema → fast_food,cinema,fast_food,0.538,0.165,1.59,0.727,1.65,0.0567,234,2688,387
taxi → hairdresser,taxi,hairdresser,0.569,0.155,0.98,0.719,1.55,0.0567,202,4634,314
cafe → hairdresser,cafe,hairdresser,0.511,0.17,0.88,0.697,1.7,0.0567,3316,4634,5652
optician → supermarket,optician,supermarket,0.68,0.123,1.56,0.649,1.23,0.0564,776,3462,952
tower → bench,tower,bench,0.401,0.229,0.4,0.785,2.29,0.0559,558,88411,1278
swimming_pool → bench,swimming_pool,bench,0.483,0.19,0.48,0.787,1.9,0.0556,143,88411,272
shoe_shop → optician,shoe_shop,optician,0.625,0.132,6.41,0.657,1.32,0.0556,710,776,940
shoe_shop → supermarket,shoe_shop,supermarket,0.661,0.124,1.52,0.642,1.24,0.0555,710,3462,879
taxi → fast_food,taxi,fast_food,0.55,0.153,1.63,0.684,1.53,0.0553,202,2688,309
bicycle_shop → bus_stop,bicycle_shop,bus_stop,0.626,0.136,0.63,0.702,1.36,0.0551,1276,36434,1730
stadium → restaurant,stadium,restaurant,0.8,0.1,0.8,0.624,1.0,0.055,5,14682,5
university → restaurant,university,restaurant,0.622,0.143,0.62,0.766,1.43,0.0549,111,14682,159
cinema → cafe,cinema,cafe,0.547,0.154,1.31,0.701,1.54,0.0548,234,3316,361
newsagent → supermarket,newsagent,supermarket,0.649,0.121,1.49,0.607,1.21,0.0548,239,3462,290
jeweller → pharmacy,jeweller,pharmacy,0.692,0.116,3.46,0.64,1.16,0.0548,842,1593,979
optician → post_box,optician,post_box,0.72,0.113,0.72,0.658,1.13,0.0546,776,7934,876
muslim_sunni → restaurant,muslim_sunni,restaurant,0.545,0.155,0.55,0.705,1.55,0.0546,11,14682,17
arts_centre → bus_stop,arts_centre,bus_stop,0.618,0.138,0.62,0.721,1.38,0.0544,144,36434,198
food_court → pharmacy,food_court,pharmacy,0.72,0.105,3.6,0.577,1.05,0.054,75,1593,79
computer_shop → clothes,computer_shop,clothes,0.393,0.224,0.87,0.775,2.24,0.0539,214,3601,480
town_hall → bench,town_hall,bench,0.42,0.207,0.42,0.768,2.07,0.0535,574,88411,1188
furniture_shop → bus_stop,furniture_shop,bus_stop,0.601,0.139,0.6,0.718,1.39,0.0534,562,36434,779
laundry → clothes,laundry,clothes,0.435,0.193,0.96,0.732,1.93,0.0533,428,3601,828
clothes → post_box,clothes,post_box,0.706,0.114,0.71,0.678,1.14,0.0532,3601,7934,4106
library → restaurant,library,restaurant,0.532,0.158,0.53,0.737,1.58,0.0531,1072,14682,1696
optician → bar,optician,bar,0.549,0.151,1.95,0.718,1.51,0.053,776,2240,1168
theatre → bus_stop,theatre,bus_stop,0.59,0.141,0.59,0.741,1.41,0.0525,346,36434,489
furniture_shop → hairdresser,furniture_shop,hairdresser,0.468,0.176,0.8,0.725,1.76,0.0524,562,4634,987
doctors → hairdresser,doctors,hairdresser,0.523,0.154,0.9,0.71,1.54,0.052,1979,4634,3054
taxi → cafe,taxi,cafe,0.604,0.131,1.45,0.691,1.31,0.0517,202,3316,264
nightclub → hairdresser,nightclub,hairdresser,0.469,0.176,0.8,0.754,1.76,0.0515,271,4634,478
food_court → camera_surveillance,food_court,camera_surveillance,0.373,0.227,0.74,0.782,2.27,0.0515,75,4037,170
christian → bench,christian,bench,0.421,0.199,0.42,0.78,1.99,0.0512,413,88411,823
motel → restaurant,motel,restaurant,0.593,0.122,0.59,0.589,1.22,0.0511,27,14682,33
department_store → fast_food,department_store,fast_food,0.472,0.173,1.4,0.746,1.73,0.0511,176,2688,304
kiosk → tourist_info,kiosk,tourist_info,0.525,0.147,0.53,0.683,1.47,0.0507,1156,52949,1696
mobile_phone_shop → tourist_info,mobile_phone_shop,tourist_info,0.532,0.152,0.53,0.747,1.52,0.0506,365,52949,555
clothes → tourist_info,clothes,tourist_info,0.526,0.154,0.53,0.753,1.54,0.0505,3601,52949,5543
archaeological → tree,archaeological,tree,0.218,0.409,0.22,0.872,4.09,0.0503,441,899340,1805
shoe_shop → pharmacy,shoe_shop,pharmacy,0.663,0.111,3.31,0.638,1.11,0.0503,710,1593,790
post_office → restaurant,post_office,restaurant,0.593,0.128,0.59,0.68,1.28,0.0503,1345,14682,1726
outdoor_shop → bus_stop,outdoor_shop,bus_stop,0.582,0.137,0.58,0.741,1.37,0.0501,141,36434,193
dentist → clothes,dentist,clothes,0.398,0.205,0.88,0.773,2.05,0.0501,645,3601,1321
travel_agent → jeweller,travel_agent,jeweller,0.517,0.151,4.89,0.714,1.51,0.0501,460,842,693
restaurant → bus_stop,restaurant,bus_stop,0.587,0.131,0.59,0.705,1.31,0.0497,14682,36434,19214
community_centre → restaurant,community_centre,restaurant,0.473,0.168,0.47,0.752,1.68,0.0496,410,14682,688
cinema → bar,cinema,bar,0.551,0.138,1.96,0.699,1.38,0.0495,234,2240,323
nightclub → fast_food,nightclub,fast_food,0.458,0.171,1.35,0.739,1.71,0.0493,271,2688,463
taxi → clothes,taxi,clothes,0.421,0.195,0.93,0.796,1.95,0.0493,202,3601,393
clothes → pharmacy,clothes,pharmacy,0.667,0.109,3.33,0.654,1.09,0.0491,3601,1593,3940
hotel → bus_stop,hotel,bus_stop,0.596,0.127,0.6,0.704,1.27,0.0491,2489,36434,3161
beauty_shop → cafe,beauty_shop,cafe,0.537,0.14,1.29,0.7,1.4,0.049,1258,3316,1766
video_shop → fast_food,video_shop,fast_food,0.5,0.15,1.48,0.694,1.5,0.049,8,2688,12
jeweller → beauty_shop,jeweller,beauty_shop,0.591,0.126,3.74,0.691,1.26,0.0488,842,1258,1062
bus_station → post_box,bus_station,post_box,0.636,0.113,0.64,0.645,1.13,0.0486,55,7934,62
market_place → tourist_info,market_place,tourist_info,0.514,0.151,0.51,0.746,1.51,0.0486,140,52949,211
fast_food → cafe,fast_food,cafe,0.518,0.144,1.24,0.711,1.44,0.0482,2688,3316,3878
stationery → tourist_info,stationery,tourist_info,0.526,0.145,0.53,0.739,1.45,0.0482,249,52949,362
greengrocer → restaurant,greengrocer,restaurant,0.484,0.159,0.48,0.755,1.59,0.0479,95,14682,151
christian_catholic → bench,christian_catholic,bench,0.393,0.192,0.39,0.735,1.92,0.0478,168,88411,323
veterinary → bench,veterinary,bench,0.4,0.203,0.4,0.823,2.03,0.0478,320,88411,650
town_hall → bus_stop,town_hall,bus_stop,0.631,0.115,0.63,0.683,1.15,0.0477,574,36434,659
caravan_site → tree,caravan_site,tree,0.247,0.335,0.25,0.849,3.35,0.0477,190,899340,637
shoe_shop → post_box,shoe_shop,post_box,0.666,0.11,0.67,0.693,1.1,0.0477,710,7934,778
mobile_phone_shop → post_box,mobile_phone_shop,post_box,0.666,0.108,0.67,0.677,1.08,0.0475,365,7934,394
stationery → jeweller,stationery,jeweller,0.482,0.154,4.55,0.72,1.54,0.0474,249,842,383
chemist → tourist_info,chemist,tourist_info,0.535,0.14,0.53,0.737,1.4,0.0473,359,52949,503
bookshop → post_box,bookshop,post_box,0.67,0.108,0.67,0.697,1.08,0.0472,436,7934,472
food_court → tourist_info,food_court,tourist_info,0.52,0.148,0.52,0.776,1.48,0.0471,75,52949,111
car_rental → tourist_info,car_rental,tourist_info,0.477,0.16,0.48,0.767,1.6,0.047,287,52949,459
university → bus_stop,university,bus_stop,0.559,0.138,0.56,0.785,1.38,0.0468,111,36434,153
stationery → fast_food,stationery,fast_food,0.518,0.14,1.53,0.722,1.4,0.0463,249,2688,348
jeweller → bakery,jeweller,bakery,0.638,0.11,2.46,0.676,1.1,0.0463,842,2065,924
shoe_shop → tourist_info,shoe_shop,tourist_info,0.507,0.146,0.51,0.764,1.46,0.0459,710,52949,1039
pharmacy → supermarket,pharmacy,supermarket,0.623,0.106,1.43,0.625,1.06,0.0456,1593,3462,1696
library → bus_stop,library,bus_stop,0.576,0.125,0.58,0.735,1.25,0.0455,1072,36434,1339
post_office → tourist_info,post_office,tourist_info,0.54,0.128,0.54,0.681,1.28,0.0454,1345,52949,1715
hotel → tourist_info,hotel,tourist_info,0.542,0.13,0.54,0.713,1.3,0.0453,2489,52949,3238
muslim_sunni → tourist_info,muslim_sunni,tourist_info,0.455,0.164,0.45,0.792,1.64,0.0449,11,52949,18
theatre → clothes,theatre,clothes,0.35,0.218,0.77,0.83,2.18,0.0446,346,3601,754
muslim → bus_stop,muslim,bus_stop,0.543,0.137,0.54,0.809,1.37,0.0443,35,36434,48
food_court → jeweller,food_court,jeweller,0.52,0.131,4.91,0.704,1.31,0.044,75,842,98
public_building → bench,public_building,bench,0.407,0.174,0.41,0.761,1.74,0.0439,27,88411,47
kiosk → clothes,kiosk,clothes,0.369,0.194,0.81,0.773,1.94,0.0438,1156,3601,2242
pub → cafe,pub,cafe,0.497,0.139,1.19,0.739,1.39,0.0435,725,3316,1007
department_store → cafe,department_store,cafe,0.477,0.143,1.15,0.73,1.43,0.0434,176,3316,252
mobile_phone_shop → bar,mobile_phone_shop,bar,0.532,0.13,1.89,0.75,1.3,0.0431,365,2240,474
beauty_shop → tourist_info,beauty_shop,tourist_info,0.484,0.144,0.48,0.769,1.44,0.043,1258,52949,1814
travel_agent → pharmacy,travel_agent,pharmacy,0.62,0.105,3.1,0.678,1.05,0.043,460,1593,483
shoe_shop → bar,shoe_shop,bar,0.494,0.139,1.76,0.753,1.39,0.043,710,2240,990
dentist → tourist_info,dentist,tourist_info,0.504,0.137,0.5,0.758,1.37,0.0429,645,52949,885
